,pcode,usercount,week_weekend_ratio,userdaycount_mean,userdaycount_median,tripcount_mean,tripcount_median,tripcount_sum
235,05200,7,3.188961038961039,21.0,12.0,32.42857142857143,23.0,227
236,05400,21,23.21123891981035,21.571428571428573,18.0,33.57142857142857,25.0,705
237,05430,5,21.87333333333333,22.6,14.0,35.6,18.0,178
238,05440,1,7.0,6.0,6.0,7.0,7.0,7
239,05460,2,5.907692307692308,17.0,17.0,41.0,41.0,82
240,05620,1,2.6,7.0,7.0,15.0,15.0,15
241,05800,39,27.287053077641314,29.923076923076923,22.0,51.58974358974359,33.0,2012
242,05810,9,31.344973544973545,22.666666666666668,8.0,37.0,14.0,333
243,05820,8,54.06999999999999,46.625,43.5,84.0,71.0,672
244,05830,9,39.48,29.0,7.0,55.77777777777778,11.0,502
245,05840,5,12.666666666666668,9.4,6.0,14.6,9.0,73
246,05880,4,23.25,14.0,9.0,23.25,16.0,93
247,05900,7,36.82857142857143,38.285714285714285,37.0,61.857142857142854,63.0,433
248,06100,41,15.108532834199977,18.24390243902439,13.0,30.75609756097561,20.0,1261
249,06150,9,16.034887436456064,19.333333333333332,14.0,28.77777777777778,19.0,259
250,06200,7,3.076190476190476,2.7142857142857144,1.0,5.0,3.0,35
251,06400,6,9.815555555555555,16.333333333333332,8.5,24.5,11.5,147
252,06450,1,4.666666666666667,22.0,22.0,38.0,38.0,38
253,06650,1,2.0,1.0,1.0,2.0,2.0,2
254,06750,4,11.600000000000001,24.25,8.5,44.25,13.0,177
255,06830,3,12.666666666666666,6.333333333333333,7.0,12.666666666666666,13.0,38
256,06850,1,2.0,1.0,1.0,2.0,2.0,2
257,06950,1,12.0,1.0,1.0,12.0,12.0,12
258,07150,1,0.3,3.0,3.0,7.0,7.0,7
259,07170,2,4.066666666666666,25.5,25.5,41.0,41.0,82
260,07190,2,30.0,20.0,20.0,30.0,30.0,60
261,07280,3,3.0,1.0,1.0,3.0,3.0,9
262,07320,1,17.0,11.0,11.0,17.0,17.0,17
263,07450,1,4.0,2.0,2.0,4.0,4.0,4
264,07560,1,98.0,62.0,62.0,98.0,98.0,98
265,07590,3,5.177777777777778,9.333333333333334,9.0,17.0,19.0,51
266,07750,1,20.0,13.0,13.0,20.0,20.0,20
267,07820,1,0.26666666666666666,8.0,8.0,10.0,10.0,10
268,07870,1,7.0,5.0,5.0,7.0,7.0,7
269,07880,1,3.0,1.0,1.0,3.0,3.0,3
270,07900,6,9.655555555555555,14.0,14.0,22.333333333333332,21.0,134
271,07910,1,20.0,1.0,1.0,20.0,20.0,20
272,07930,1,0.9333333333333332,5.0,5.0,10.0,10.0,10
273,07945,1,1.6,6.0,6.0,10.0,10.0,10
274,07955,1,3.0,1.0,1.0,3.0,3.0,3
275,08100,11,5.455614973262032,11.0,7.0,17.90909090909091,11.0,197
276,08150,5,4.631111111111111,17.6,4.0,31.6,12.0,158
277,08200,1,172.0,92.0,92.0,172.0,172.0,172
278,08350,4,23.3,17.5,9.0,31.5,23.5,126
279,08500,9,15.422222222222224,12.444444444444445,8.0,22.333333333333332,12.0,201
280,08680,2,30.0,17.5,17.5,30.0,30.0,60
281,08700,4,38.3,24.0,14.0,39.0,19.5,156
282,09120,1,4.0,2.0,2.0,4.0,4.0,4
283,09430,3,8.027777777777779,19.333333333333332,1.0,37.333333333333336,15.0,112
284,09630,1,10.0,8.0,8.0,10.0,10.0,10
285,09810,3,28.46666666666667,21.333333333333332,23.0,34.0,39.0,102
286,10120,2,29.2,22.5,22.5,33.0,33.0,66
287,10160,1,0.85,49.0,49.0,125.0,125.0,125
288,10210,5,1.6113846153846154,8.2,5.0,13.2,9.0,66
289,10300,12,17.68918650793651,29.833333333333332,24.0,50.916666666666664,37.5,611
290,10320,2,6.2,13.0,13.0,19.5,19.5,39
291,10330,5,35.86,32.2,17.0,65.2,50.0,326
292,10420,1,3.0,10.0,10.0,17.0,17.0,17
293,10470,3,1.6444444444444446,6.333333333333333,4.0,13.0,10.0,39
294,10520,1,1.0947368421052632,131.0,131.0,355.0,355.0,355
295,10570,1,4.0,3.0,3.0,4.0,4.0,4
296,10600,7,12.676190476190476,8.285714285714286,2.0,15.428571428571429,6.0,108
297,10620,2,28.5,20.5,20.5,28.5,28.5,57
298,10640,1,1.6,4.0,4.0,5.0,5.0,5
299,10650,3,38.0,26.333333333333332,38.0,38.0,47.0,114
300,10710,1,56.0,45.0,45.0,56.0,56.0,56
301,10900,1,0.8285714285714285,27.0,27.0,43.0,43.0,43
302,10940,4,5.801960784313726,19.0,16.5,25.5,23.0,102
303,10960,2,31.1,20.5,20.5,36.5,36.5,73
304,11100,16,26.507291666666664,25.875,18.0,44.25,25.5,708
305,11120,10,51.0,34.5,24.0,59.6,31.5,596
306,11130,20,29.683143650793653,29.4,29.0,67.3,41.0,1346
307,11310,3,47.333333333333336,34.0,29.0,47.333333333333336,32.0,142
308,11710,4,90.75,47.75,48.0,90.75,89.5,363
309,11910,3,32.51428571428571,34.666666666666664,47.0,54.666666666666664,68.0,164
310,12100,3,13.362962962962962,10.0,11.0,17.0,19.0,51
311,12240,1,1.2,4.0,4.0,4.0,4.0,4
312,12310,1,0.26666666666666666,2.0,2.0,5.0,5.0,5
313,12540,2,52.0,32.5,32.5,52.0,52.0,104
314,12600,2,40.666666666666664,57.0,57.0,118.0,118.0,236
315,12700,2,39.5,26.0,26.0,39.5,39.5,79
316,13100,17,14.106405228758168,13.529411764705882,5.0,22.88235294117647,14.0,389
317,13110,1,24.0,16.0,16.0,24.0,24.0,24
318,13130,14,16.040669183033714,19.5,10.0,35.214285714285715,27.5,493
319,13200,4,19.825,19.5,11.5,23.25,16.0,93
320,13210,12,19.675818713450294,24.333333333333332,16.5,42.416666666666664,23.5,509
321,13220,4,47.2,37.75,44.5,63.5,69.5,254
322,13270,4,51.2,32.0,19.0,52.5,34.5,210
323,13300,1,16.0,10.0,10.0,16.0,16.0,16
324,13330,1,0.7999999999999999,2.0,2.0,9.0,9.0,9
325,13500,5,46.77333333333333,38.4,27.0,63.8,46.0,319
326,13600,3,41.333333333333336,21.666666666666668,1.0,41.333333333333336,7.0,124
327,14200,5,28.0,17.4,4.0,31.4,6.0,157
328,14300,1,0.26666666666666666,3.0,3.0,10.0,10.0,10
329,14500,1,2.8,8.0,8.0,8.0,8.0,8
330,14610,1,17.0,11.0,11.0,17.0,17.0,17
331,14680,1,1.04,24.0,24.0,36.0,36.0,36
332,14700,2,3.3,6.5,6.5,8.0,8.0,16
333,15100,18,17.897222222222222,21.666666666666668,16.0,38.666666666666664,28.0,696
334,15110,13,9.953731696579995,40.0,35.0,78.23076923076923,51.0,1017
335,15140,19,14.461418325185639,28.05263157894737,23.0,49.578947368421055,31.0,942
336,15150,5,13.982959001782532,20.0,15.0,52.4,26.0,262
337,15160,2,43.0,25.0,25.0,43.0,43.0,86
338,15170,3,9.059259259259258,6.0,5.0,13.333333333333334,13.0,40
339,15200,1,66.0,47.0,47.0,66.0,66.0,66
340,15210,2,60.5,27.0,27.0,60.5,60.5,121
341,15230,4,35.51,19.0,13.0,41.0,29.5,164
342,15240,3,4.793939393939394,25.333333333333332,24.0,45.333333333333336,36.0,136
343,15270,1,2.8,5.0,5.0,8.0,8.0,8
344,15300,3,13.0,6.333333333333333,1.0,13.0,7.0,39
345,15320,1,115.0,52.0,52.0,115.0,115.0,115
346,15340,1,1.2,5.0,5.0,8.0,8.0,8
347,15500,3,3.3333333333333335,9.0,8.0,12.333333333333334,8.0,37
348,15520,3,45.04973544973546,35.333333333333336,26.0,58.333333333333336,31.0,175
349,15540,1,6.0,1.0,1.0,6.0,6.0,6
350,15610,3,11.533333333333333,8.333333333333334,7.0,16.0,15.0,48
351,15680,2,78.5,39.5,39.5,78.5,78.5,157
352,15700,3,7.866666666666667,13.666666666666666,15.0,21.0,21.0,63
353,15800,3,62.86666666666667,34.666666666666664,49.0,64.0,87.0,192
354,15810,1,112.0,55.0,55.0,112.0,112.0,112
355,15840,1,1.0,1.0,1.0,1.0,1.0,1
356,15860,2,0.3833333333333333,9.5,9.5,14.5,14.5,29
357,15900,2,1.542857142857143,37.5,37.5,74.5,74.5,149
358,15950,3,7.226666666666667,9.666666666666666,12.0,15.333333333333334,18.0,46
359,16200,1,2.72,20.0,20.0,39.0,39.0,39
360,16300,3,2.1037037037037036,4.666666666666667,2.0,7.333333333333333,5.0,22
361,16610,1,18.0,9.0,9.0,18.0,18.0,18
362,16670,2,0.42222222222222217,8.5,8.5,9.5,9.5,19
363,16730,1,2.566666666666667,65.0,65.0,89.0,89.0,89
364,16790,1,1.0,1.0,1.0,1.0,1.0,1
365,17110,2,33.5,25.5,25.5,33.5,33.5,67
366,17130,1,1.4,44.0,44.0,90.0,90.0,90
367,17200,1,15.0,13.0,13.0,15.0,15.0,15
368,18130,1,0.4,4.0,4.0,6.0,6.0,6
369,18150,2,3.642857142857143,2.5,2.5,9.5,9.5,19
370,19110,1,125.0,66.0,66.0,125.0,125.0,125
371,19160,1,59.0,36.0,36.0,59.0,59.0,59
372,19540,1,8.0,2.0,2.0,8.0,8.0,8
373,19670,1,7.2,9.0,9.0,19.0,19.0,19
374,19920,1,2.1333333333333333,26.0,26.0,38.0,38.0,38
375,20100,61,8.10803293213992,19.688524590163933,13.0,33.91803278688525,21.0,2069
376,20250,1,0.8,20.0,20.0,30.0,30.0,30
377,20300,5,8.763312629399588,27.6,19.0,55.0,37.0,275
378,20320,3,4.373333333333334,11.333333333333334,12.0,20.0,24.0,60
