,pcode,usercount,week_weekend_ratio,userdaycount_mean,userdaycount_median,tripcount_mean,tripcount_median,tripcount_sum
29,00400,175,4.6239011144470465,4.6239011144470465,1.92,30.53142857142857,17.0,5343
30,00410,97,4.896247006143913,4.896247006143913,1.7333333333333334,23.484536082474225,12.0,2278
31,00420,164,6.32695869410153,6.32695869410153,1.4792207792207792,26.28048780487805,17.0,4310
32,00430,58,3.995063155235569,3.995063155235569,1.7416666666666667,15.275862068965518,10.5,886
33,00440,74,7.815527206869433,7.815527206869433,1.4666666666666668,33.013513513513516,16.5,2443
34,00500,1354,2.4729415145696683,2.4729415145696683,1.1595959595959597,40.318316100443134,25.0,54591
35,00510,984,2.7169226438674605,2.7169226438674605,1.2,46.895325203252035,31.0,46145
36,00520,672,3.2302743950676422,3.2302743950676422,1.1375652173913042,44.07738095238095,28.0,29620
37,00530,2031,2.622472265404782,2.622472265404782,1.2,44.861152141802066,29.0,91113
38,00540,345,2.7605241834414835,2.7605241834414835,1.2,39.29855072463768,26.0,13558
39,00550,908,2.8734351903494106,2.8734351903494106,1.2086956521739132,39.892070484581495,25.0,36222
40,00560,1141,3.356459258436901,3.356459258436901,1.3,34.74583698510079,23.0,39645
41,00570,98,3.85252639099175,3.85252639099175,1.525,30.448979591836736,18.0,2984
42,00580,244,2.813952589342362,2.813952589342362,1.1155555555555556,38.57786885245902,22.5,9413
43,00590,21,4.4247203325774755,4.4247203325774755,2.0,20.761904761904763,10.0,436
44,00600,223,2.452059419309734,2.452059419309734,1.3454545454545457,43.18834080717489,34.0,9631
45,00610,535,3.0602952046501746,3.0602952046501746,1.2,33.65046728971963,20.0,18003
46,00620,100,5.966383070506634,5.966383070506634,2.0,25.76,13.0,2576
47,00630,136,5.924002297933206,5.924002297933206,2.0,21.66176470588235,10.0,2946
48,00640,179,4.7823131571965165,4.7823131571965165,1.6,24.955307262569832,14.0,4467
49,00650,70,7.490380037241588,7.490380037241588,2.0,18.257142857142856,11.5,1278
50,00660,77,6.361129561381663,6.361129561381663,2.0,19.753246753246753,9.0,1521
51,00670,45,5.266272965008597,5.266272965008597,3.0,21.555555555555557,8.0,970
52,00680,50,7.723771878448349,7.723771878448349,2.0,22.18,11.0,1109
53,00690,28,5.181696802162641,5.181696802162641,1.8,27.642857142857142,16.0,774
54,00700,115,5.962072944225723,5.962072944225723,2.0,27.704347826086956,12.0,3186
55,00710,122,6.928836958991301,6.928836958991301,1.6,24.59016393442623,14.0,3000
56,00720,100,6.535957632512415,6.535957632512415,2.0,30.16,14.0,3016
57,00730,124,15.667775690217795,15.667775690217795,3.5,33.74193548387097,16.5,4184
58,00740,49,7.980544217687076,7.980544217687076,4.2,19.102040816326532,13.0,936
59,00750,124,9.461681204156944,9.461681204156944,2.333333333333333,33.903225806451616,20.0,4204
60,00760,70,10.553767011790054,10.553767011790054,2.0,24.514285714285716,12.0,1716
61,00770,41,6.77012521824823,6.77012521824823,1.3090909090909093,33.53658536585366,15.0,1375
62,00780,50,8.251547305854306,8.251547305854306,3.0,23.32,11.0,1166
63,00790,169,3.7049710939194282,3.7049710939194282,1.4,32.33136094674556,13.0,5464
64,00800,109,4.972560106283268,4.972560106283268,1.8666666666666665,21.431192660550458,13.0,2336
65,00810,154,3.7255492688281073,3.7255492688281073,1.2428571428571429,20.461038961038962,10.5,3151
66,00820,75,7.118520555000555,7.118520555000555,2.1,25.28,14.0,1896
67,00830,25,4.7094410987361455,4.7094410987361455,1.8,27.6,18.0,690
68,00840,100,4.591112741364915,4.591112741364915,2.0,23.23,11.5,2323
69,00850,25,7.549676190476191,7.549676190476191,2.6666666666666665,21.08,10.0,527
70,00860,1,5.6,5.6,5.6,15.0,15.0,15
71,00870,58,5.963899520098005,5.963899520098005,2.0,23.551724137931036,10.5,1366
72,00880,13,3.7476068376068374,3.7476068376068374,1.2,27.307692307692307,17.0,355
73,00890,12,1.770815544608648,1.770815544608648,1.5733333333333335,35.166666666666664,26.0,422
74,00900,32,9.475486111111111,9.475486111111111,2.66,26.46875,9.5,847
75,00910,70,7.1713737872771475,7.1713737872771475,1.6,23.34285714285714,16.5,1634
76,00920,98,13.827308860340674,13.827308860340674,3.1,22.43877551020408,11.5,2199
77,00930,50,6.115484431879236,6.115484431879236,2.6399999999999997,28.36,16.5,1418
78,00940,95,6.650020605500664,6.650020605500664,1.24,27.66315789473684,12.0,2628
79,00950,36,6.110777686553548,6.110777686553548,1.8,18.083333333333332,13.5,651
80,00960,40,6.9420019795476,6.9420019795476,2.0,27.0,12.5,1080
81,00970,58,9.296694492742587,9.296694492742587,2.0,30.82758620689655,12.0,1788
82,00980,137,8.637863838388297,8.637863838388297,2.8,21.204379562043794,12.0,2905
83,00990,84,6.162828889644229,6.162828889644229,1.8533333333333335,26.797619047619047,11.5,2251
84,01120,2,1.5,1.5,1.5,1.5,1.5,3
85,01150,22,4.538517316017316,4.538517316017316,2.5,23.863636363636363,9.5,525
86,01180,3,0.4666666666666666,0.4666666666666666,0.2222222222222222,9.333333333333334,13.0,28
87,01190,3,15.066666666666668,15.066666666666668,5.0,35.0,5.0,105
88,01200,21,7.757319727891156,7.757319727891156,3.0,19.714285714285715,10.0,414
89,01230,21,16.1615873015873,16.1615873015873,4.0,20.523809523809526,9.0,431
90,01260,7,20.140259740259744,20.140259740259744,4.4,33.0,12.0,231
91,01280,32,2.8695868838872567,2.8695868838872567,1.96,21.5625,7.0,690
92,01300,111,7.321090663675409,7.321090663675409,2.0,18.0990990990991,6.0,2009
93,01340,10,17.93333333333333,17.93333333333333,7.0,28.3,29.0,283
94,01350,55,7.332818945760121,7.332818945760121,2.0,18.236363636363638,10.0,1003
95,01360,40,7.170935345356398,7.170935345356398,2.4,23.475,16.0,939
96,01370,38,20.709788106630214,20.709788106630214,4.133333333333333,37.78947368421053,22.0,1436
97,01380,11,18.42828282828283,18.42828282828283,2.6,23.454545454545453,7.0,258
98,01390,34,12.53159169550173,12.53159169550173,3.3,25.941176470588236,12.5,882
99,01400,33,13.863117757663213,13.863117757663213,1.6,25.454545454545453,10.0,840
100,01420,12,7.2683333333333335,7.2683333333333335,3.5,13.5,8.0,162
101,01450,72,12.023590621433758,12.023590621433758,3.1,25.916666666666668,12.0,1866
102,01480,20,7.84126219918773,7.84126219918773,1.261111111111111,34.55,30.0,691
103,01490,24,16.0843198304963,16.0843198304963,4.1,24.833333333333332,13.0,596
104,01510,27,5.746483352038907,5.746483352038907,2.0,15.333333333333334,11.0,414
105,01520,77,7.152361406515188,7.152361406515188,2.0,21.07792207792208,9.0,1623
106,01530,3,2.3333333333333335,2.3333333333333335,2.0,21.666666666666668,4.0,65
107,01600,93,7.3142746202423625,7.3142746202423625,2.4,25.86021505376344,15.0,2405
108,01610,26,9.552418905311612,9.552418905311612,2.0666666666666664,26.423076923076923,10.5,687
109,01620,40,9.191435492801773,9.191435492801773,3.0,35.425,25.5,1417
110,01630,17,6.85266106442577,6.85266106442577,3.6,12.764705882352942,4.0,217
111,01640,21,8.999501133786847,8.999501133786847,2.0,29.904761904761905,6.0,628
112,01650,25,7.53810296010296,7.53810296010296,1.6,27.64,14.0,691
113,01660,9,13.525185185185185,13.525185185185185,8.0,16.555555555555557,10.0,149
114,01670,21,8.375255102040816,8.375255102040816,3.2,22.761904761904763,10.0,478
115,01680,3,12.266666666666666,12.266666666666666,2.0,19.0,21.0,57
116,01690,31,9.315698924731183,9.315698924731183,3.0,14.870967741935484,5.0,461
117,01700,48,6.04880327628322,6.04880327628322,2.0,23.895833333333332,7.0,1147
118,01710,21,14.987619047619049,14.987619047619049,1.0,26.19047619047619,11.0,550
119,01730,11,10.558634567014012,10.558634567014012,3.6,31.09090909090909,15.0,342
120,01750,3,18.333333333333332,18.333333333333332,22.0,18.333333333333332,22.0,55
121,01760,9,7.523809523809525,7.523809523809525,2.0,10.555555555555555,12.0,95
122,01800,25,8.630102846244023,8.630102846244023,1.52,43.24,28.0,1081
123,01810,3,5.666666666666667,5.666666666666667,4.0,5.666666666666667,4.0,17
124,01820,6,3.9111111111111114,3.9111111111111114,1.5666666666666667,26.166666666666668,17.0,157
125,01830,3,3.0526315789473686,3.0526315789473686,2.0,27.333333333333332,6.0,82
126,01840,15,15.498296823002704,15.498296823002704,3.0,44.53333333333333,30.0,668
127,01860,4,52.75,52.75,47.5,83.25,81.0,333
128,01900,21,10.967863247863248,10.967863247863248,10.0,22.095238095238095,13.0,464
129,01940,2,70.5,70.5,70.5,70.5,70.5,141
130,02100,88,3.72859880149457,3.72859880149457,1.3909090909090909,16.363636363636363,7.0,1440
131,02110,69,6.029457651848955,6.029457651848955,2.6,18.27536231884058,10.0,1261
132,02120,60,5.7427666371859925,5.7427666371859925,2.0,20.05,9.0,1203
133,02130,80,5.655841915394547,5.655841915394547,2.0,21.15,9.5,1692
134,02140,44,9.828915470494415,9.828915470494415,3.9,19.954545454545453,11.0,878
135,02150,149,3.3707592176471075,3.3707592176471075,1.5333333333333332,25.70469798657718,17.0,3830
136,02160,39,5.026140333096855,5.026140333096855,2.0,22.512820512820515,10.0,878
137,02170,63,5.279605280800943,5.279605280800943,2.0,18.73015873015873,9.0,1180
138,02180,70,7.1091417154274295,7.1091417154274295,1.9454545454545453,19.757142857142856,10.0,1383
139,02200,139,6.778595594683282,6.778595594683282,3.0,24.402877697841728,11.0,3392
140,02210,223,7.902509473367884,7.902509473367884,2.0,16.09865470852018,6.0,3590
141,02230,378,5.289428239555502,5.289428239555502,1.6400000000000001,18.80952380952381,9.5,7110
142,02240,20,11.254029581529581,11.254029581529581,2.0,36.15,8.0,723
143,02260,30,4.76877329392778,4.76877329392778,2.0,31.433333333333334,11.5,943
144,02270,25,7.074133333333334,7.074133333333334,3.0,21.16,7.0,529
145,02280,27,10.62196314541142,10.62196314541142,5.0,19.037037037037038,11.0,514
146,02300,19,9.934780132148553,9.934780132148553,2.038095238095238,29.42105263157895,15.0,559
147,02320,96,7.710742297697746,7.710742297697746,2.7,26.28125,12.5,2523
148,02330,54,7.479583132916466,7.479583132916466,3.7333333333333334,26.962962962962962,10.5,1456
149,02340,33,8.908518518518518,8.908518518518518,3.0,25.151515151515152,15.0,830
150,02360,66,5.66654387642866,5.66654387642866,2.0,21.424242424242426,15.5,1414
151,02380,4,6.75,6.75,2.0,6.75,2.0,27
152,02400,52,11.827179487179487,11.827179487179487,2.536363636363636,24.596153846153847,10.0,1279
153,02410,3,6.466666666666666,6.466666666666666,6.4,10.0,10.0,30
154,02420,12,5.721666666666667,5.721666666666667,2.0,15.666666666666666,7.0,188
155,02430,25,10.250857142857145,10.250857142857145,4.0,16.84,8.0,421
156,02440,1,3.0,3.0,3.0,3.0,3.0,3
157,02450,15,13.715555555555557,13.715555555555557,4.0,19.8,10.0,297
158,02460,10,4.143768115942029,4.143768115942029,2.6333333333333333,28.1,20.5,281
159,02470,1,0.061538461538461535,0.061538461538461535,0.061538461538461535,15.0,15.0,15
160,02480,21,12.576507936507937,12.576507936507937,3.0,15.571428571428571,9.0,327
161,02490,1,70.0,70.0,70.0,70.0,70.0,70
162,02510,3,5.577777777777778,5.577777777777778,6.0,11.0,10.0,33
163,02520,5,9.474887218045112,9.474887218045112,2.631578947368421,41.6,20.0,208
164,02540,4,10.06,10.06,2.42,21.75,21.0,87
165,02550,3,7.027564102564103,7.027564102564103,3.375,68.0,36.0,204
166,02570,1,24.8,24.8,24.8,126.0,126.0,126
167,02580,8,8.108333333333333,8.108333333333333,4.6,21.125,7.5,169
168,02590,2,5.2,5.2,5.2,14.0,14.0,28
169,02600,149,8.820222278738758,8.820222278738758,2.0,26.644295302013422,13.0,3970
170,02610,59,11.218794927239593,11.218794927239593,2.2,30.084745762711865,15.0,1775
171,02620,56,11.448343626924453,11.448343626924453,2.075,20.857142857142858,12.5,1168
172,02630,30,8.719032057267352,8.719032057267352,3.8666666666666663,26.266666666666666,16.0,788
173,02650,130,7.233098015794371,7.233098015794371,1.7142857142857144,19.73846153846154,11.5,2566
174,02660,39,6.640821027277936,6.640821027277936,2.0,19.384615384615383,10.0,756
175,02680,13,9.128836291913215,9.128836291913215,4.0,19.846153846153847,8.0,258
176,02700,93,6.962883109372007,6.962883109372007,2.6222222222222222,25.21505376344086,12.0,2345
177,02710,34,6.903103439437528,6.903103439437528,2.9,21.647058823529413,9.0,736
178,02720,15,12.92622222222222,12.92622222222222,1.7333333333333334,26.133333333333333,13.0,392
179,02730,21,8.822486772486773,8.822486772486773,1.6,21.952380952380953,14.0,461
180,02740,11,2.488239538239538,2.488239538239538,1.7,30.363636363636363,21.0,334
181,02750,46,6.590609511261685,6.590609511261685,3.0,19.23913043478261,16.0,885
182,02760,78,8.667755154769122,8.667755154769122,2.0,28.05128205128205,15.0,2188
183,02770,61,5.304386695624135,5.304386695624135,1.781818181818182,26.081967213114755,13.0,1591
184,02780,62,10.079764690129716,10.079764690129716,3.0,21.338709677419356,12.5,1323
185,02810,3,17.333333333333332,17.333333333333332,8.0,17.333333333333332,8.0,52
186,02820,6,10.638461538461538,10.638461538461538,3.4,27.333333333333332,15.5,164
187,02860,8,6.301388888888889,6.301388888888889,1.8,12.625,10.5,101
188,02880,33,13.424024662206481,13.424024662206481,2.0,19.575757575757574,8.0,646
189,02920,20,6.026964285714285,6.026964285714285,2.7,26.8,11.0,536
190,02940,44,6.120000468000469,6.120000468000469,2.0,20.045454545454547,8.5,882
191,02970,13,6.311400394477318,6.311400394477318,1.2,15.538461538461538,12.0,202
192,02980,1,1.3,1.3,1.3,17.0,17.0,17
193,03100,36,25.85432098765432,25.85432098765432,9.2,33.638888888888886,21.5,1211
194,03150,3,25.040000000000003,25.040000000000003,8.0,37.333333333333336,38.0,112
195,03220,1,18.0,18.0,18.0,18.0,18.0,18
196,03250,1,4.6,4.6,4.6,25.0,25.0,25
197,03300,13,7.3747431628674684,7.3747431628674684,2.4,47.61538461538461,15.0,619
198,03400,12,17.46736111111111,17.46736111111111,6.0,28.083333333333332,8.0,337
199,03430,2,0.9666666666666666,0.9666666666666666,0.9666666666666666,5.5,5.5,11
200,03600,10,18.398000000000003,18.398000000000003,3.95,34.5,37.0,345
201,03850,2,28.8,28.8,28.8,68.0,68.0,136
202,04130,27,6.3463040316841495,6.3463040316841495,2.4,12.62962962962963,7.0,341
203,04150,3,6.211111111111111,6.211111111111111,8.0,53.0,50.0,159
204,04170,2,0.5857142857142856,0.5857142857142856,0.5857142857142856,11.0,11.0,22
205,04200,51,10.573183792621133,10.573183792621133,2.8,27.568627450980394,11.0,1406
206,04220,15,11.091587301587301,11.091587301587301,4.0,22.133333333333333,15.0,332
207,04230,36,18.94640211640212,18.94640211640212,3.6399999999999997,30.22222222222222,21.0,1088
208,04240,7,9.485714285714286,9.485714285714286,9.0,33.57142857142857,20.0,235
209,04250,12,6.626479076479076,6.626479076479076,1.0636363636363635,15.0,5.5,180
210,04260,18,24.977921533393232,24.977921533393232,6.0,70.94444444444444,17.0,1277
211,04300,25,15.864935574229692,15.864935574229692,3.0,29.68,21.0,742
212,04310,9,18.033333333333335,18.033333333333335,6.0,19.77777777777778,12.0,178
213,04320,22,28.47281385281385,28.47281385281385,4.9,35.59090909090909,16.0,783
214,04330,8,3.9157641045548655,3.9157641045548655,1.0166666666666666,68.0,46.5,544
215,04340,10,7.018571428571429,7.018571428571429,3.95,25.7,13.0,257
216,04350,1,12.0,12.0,12.0,12.0,12.0,12
217,04360,2,21.0,21.0,21.0,21.0,21.0,42
218,04370,1,1.8,1.8,1.8,22.0,22.0,22
219,04380,2,17.4,17.4,17.4,21.5,21.5,43
220,04400,50,34.09109090909091,34.09109090909091,21.5,47.12,39.0,2356
221,04410,36,19.723776980437798,19.723776980437798,10.333333333333332,61.02777777777778,41.5,2197
222,04420,17,24.7481045751634,24.7481045751634,17.0,48.11764705882353,27.0,818
223,04430,39,33.974783734783735,33.974783734783735,17.2,52.94871794871795,41.0,2065
224,04440,7,57.142857142857146,57.142857142857146,36.0,57.142857142857146,36.0,400
225,04460,8,50.35,50.35,10.4,51.75,16.0,414
226,04480,9,18.53885003885004,18.53885003885004,3.0,39.111111111111114,21.0,352
227,04500,12,21.02559523809524,21.02559523809524,4.5,34.583333333333336,28.0,415
228,04530,3,2.88695652173913,2.88695652173913,4.0,23.0,4.0,69
229,04600,9,15.333333333333334,15.333333333333334,4.0,26.444444444444443,6.0,238
230,04620,7,36.84761904761905,36.84761904761905,6.0,40.857142857142854,26.0,286
231,04630,1,1.0285714285714287,1.0285714285714287,1.0285714285714287,25.0,25.0,25
232,04660,2,38.0,38.0,38.0,38.0,38.0,76
233,04740,1,2.0,2.0,2.0,2.0,2.0,2
234,05100,6,6.923391812865497,6.923391812865497,1.9368421052631581,40.5,18.0,243
235,05200,7,3.188961038961039,3.188961038961039,1.2,32.42857142857143,23.0,227
236,05400,21,23.21123891981035,23.21123891981035,3.0,33.57142857142857,25.0,705
237,05430,5,21.87333333333333,21.87333333333333,14.0,35.6,18.0,178
238,05440,1,7.0,7.0,7.0,7.0,7.0,7
239,05460,2,5.907692307692308,5.907692307692308,5.907692307692308,41.0,41.0,82
240,05620,1,2.6,2.6,2.6,15.0,15.0,15
241,05800,39,27.287053077641314,27.287053077641314,5.466666666666666,51.58974358974359,33.0,2012
242,05810,9,31.344973544973545,31.344973544973545,9.0,37.0,14.0,333
243,05820,8,54.06999999999999,54.06999999999999,51.5,84.0,71.0,672
244,05830,9,39.48,39.48,11.0,55.77777777777778,11.0,502
245,05840,5,12.666666666666668,12.666666666666668,3.2,14.6,9.0,73
246,05880,4,23.25,23.25,16.0,23.25,16.0,93
247,05900,7,36.82857142857143,36.82857142857143,29.0,61.857142857142854,63.0,433
248,06100,41,15.108532834199977,15.108532834199977,2.0571428571428574,30.75609756097561,20.0,1261
249,06150,9,16.034887436456064,16.034887436456064,6.8,28.77777777777778,19.0,259
250,06200,7,3.076190476190476,3.076190476190476,3.0,5.0,3.0,35
251,06400,6,9.815555555555555,9.815555555555555,2.8800000000000003,24.5,11.5,147
252,06450,1,4.666666666666667,4.666666666666667,4.666666666666667,38.0,38.0,38
253,06650,1,2.0,2.0,2.0,2.0,2.0,2
254,06750,4,11.600000000000001,11.600000000000001,8.5,44.25,13.0,177
255,06830,3,12.666666666666666,12.666666666666666,13.0,12.666666666666666,13.0,38
256,06850,1,2.0,2.0,2.0,2.0,2.0,2
257,06950,1,12.0,12.0,12.0,12.0,12.0,12
258,07150,1,0.3,0.3,0.3,7.0,7.0,7
259,07170,2,4.066666666666666,4.066666666666666,4.066666666666666,41.0,41.0,82
260,07190,2,30.0,30.0,30.0,30.0,30.0,60
261,07280,3,3.0,3.0,3.0,3.0,3.0,9
262,07320,1,17.0,17.0,17.0,17.0,17.0,17
263,07450,1,4.0,4.0,4.0,4.0,4.0,4
264,07560,1,98.0,98.0,98.0,98.0,98.0,98
265,07590,3,5.177777777777778,5.177777777777778,2.4,17.0,19.0,51
266,07750,1,20.0,20.0,20.0,20.0,20.0,20
267,07820,1,0.26666666666666666,0.26666666666666666,0.26666666666666666,10.0,10.0,10
268,07870,1,7.0,7.0,7.0,7.0,7.0,7
269,07880,1,3.0,3.0,3.0,3.0,3.0,3
270,07900,6,9.655555555555555,9.655555555555555,7.2,22.333333333333332,21.0,134
271,07910,1,20.0,20.0,20.0,20.0,20.0,20
272,07930,1,0.9333333333333332,0.9333333333333332,0.9333333333333332,10.0,10.0,10
273,07945,1,1.6,1.6,1.6,10.0,10.0,10
274,07955,1,3.0,3.0,3.0,3.0,3.0,3
275,08100,11,5.455614973262032,5.455614973262032,1.811764705882353,17.90909090909091,11.0,197
276,08150,5,4.631111111111111,4.631111111111111,2.0,31.6,12.0,158
277,08200,1,172.0,172.0,172.0,172.0,172.0,172
278,08350,4,23.3,23.3,7.5,31.5,23.5,126
279,08500,9,15.422222222222224,15.422222222222224,9.4,22.333333333333332,12.0,201
280,08680,2,30.0,30.0,30.0,30.0,30.0,60
281,08700,4,38.3,38.3,19.5,39.0,19.5,156
282,09120,1,4.0,4.0,4.0,4.0,4.0,4
283,09430,3,8.027777777777779,8.027777777777779,8.0,37.333333333333336,15.0,112
284,09630,1,10.0,10.0,10.0,10.0,10.0,10
285,09810,3,28.46666666666667,28.46666666666667,39.0,34.0,39.0,102
286,10120,2,29.2,29.2,29.2,33.0,33.0,66
287,10160,1,0.85,0.85,0.85,125.0,125.0,125
288,10210,5,1.6113846153846154,1.6113846153846154,0.8800000000000001,13.2,9.0,66
289,10300,12,17.68918650793651,17.68918650793651,11.0,50.916666666666664,37.5,611
290,10320,2,6.2,6.2,6.2,19.5,19.5,39
291,10330,5,35.86,35.86,11.0,65.2,50.0,326
292,10420,1,3.0,3.0,3.0,17.0,17.0,17
293,10470,3,1.6444444444444446,1.6444444444444446,0.5333333333333333,13.0,10.0,39
294,10520,1,1.0947368421052632,1.0947368421052632,1.0947368421052632,355.0,355.0,355
295,10570,1,4.0,4.0,4.0,4.0,4.0,4
296,10600,7,12.676190476190476,12.676190476190476,4.0,15.428571428571429,6.0,108
297,10620,2,28.5,28.5,28.5,28.5,28.5,57
298,10640,1,1.6,1.6,1.6,5.0,5.0,5
299,10650,3,38.0,38.0,47.0,38.0,47.0,114
300,10710,1,56.0,56.0,56.0,56.0,56.0,56
301,10900,1,0.8285714285714285,0.8285714285714285,0.8285714285714285,43.0,43.0,43
302,10940,4,5.801960784313726,5.801960784313726,3.333333333333333,25.5,23.0,102
303,10960,2,31.1,31.1,31.1,36.5,36.5,73
304,11100,16,26.507291666666664,26.507291666666664,5.0,44.25,25.5,708
305,11120,10,51.0,51.0,28.5,59.6,31.5,596
306,11130,20,29.683143650793653,29.683143650793653,9.5,67.3,41.0,1346
307,11310,3,47.333333333333336,47.333333333333336,32.0,47.333333333333336,32.0,142
308,11710,4,90.75,90.75,89.5,90.75,89.5,363
309,11910,3,32.51428571428571,32.51428571428571,6.0,54.666666666666664,68.0,164
310,12100,3,13.362962962962962,13.362962962962962,19.0,17.0,19.0,51
311,12240,1,1.2,1.2,1.2,4.0,4.0,4
312,12310,1,0.26666666666666666,0.26666666666666666,0.26666666666666666,5.0,5.0,5
313,12540,2,52.0,52.0,52.0,52.0,52.0,104
314,12600,2,40.666666666666664,40.666666666666664,40.666666666666664,118.0,118.0,236
315,12700,2,39.5,39.5,39.5,39.5,39.5,79
316,13100,17,14.106405228758168,14.106405228758168,4.0,22.88235294117647,14.0,389
317,13110,1,24.0,24.0,24.0,24.0,24.0,24
318,13130,14,16.040669183033714,16.040669183033714,4.0,35.214285714285715,27.5,493
319,13200,4,19.825,19.825,12.5,23.25,16.0,93
320,13210,12,19.675818713450294,19.675818713450294,2.031578947368421,42.416666666666664,23.5,509
321,13220,4,47.2,47.2,54.4,63.5,69.5,254
322,13270,4,51.2,51.2,34.5,52.5,34.5,210
323,13300,1,16.0,16.0,16.0,16.0,16.0,16
324,13330,1,0.7999999999999999,0.7999999999999999,0.7999999999999999,9.0,9.0,9
325,13500,5,46.77333333333333,46.77333333333333,20.8,63.8,46.0,319
326,13600,3,41.333333333333336,41.333333333333336,7.0,41.333333333333336,7.0,124
327,14200,5,28.0,28.0,6.0,31.4,6.0,157
328,14300,1,0.26666666666666666,0.26666666666666666,0.26666666666666666,10.0,10.0,10
329,14500,1,2.8,2.8,2.8,8.0,8.0,8
330,14610,1,17.0,17.0,17.0,17.0,17.0,17
331,14680,1,1.04,1.04,1.04,36.0,36.0,36
332,14700,2,3.3,3.3,3.3,8.0,8.0,16
333,15100,18,17.897222222222222,17.897222222222222,5.7333333333333325,38.666666666666664,28.0,696
334,15110,13,9.953731696579995,9.953731696579995,2.7764705882352945,78.23076923076923,51.0,1017
335,15140,19,14.461418325185639,14.461418325185639,2.0,49.578947368421055,31.0,942
336,15150,5,13.982959001782532,13.982959001782532,0.5030303030303029,52.4,26.0,262
337,15160,2,43.0,43.0,43.0,43.0,43.0,86
338,15170,3,9.059259259259258,9.059259259259258,12.0,13.333333333333334,13.0,40
339,15200,1,66.0,66.0,66.0,66.0,66.0,66
340,15210,2,60.5,60.5,60.5,60.5,60.5,121
341,15230,4,35.51,35.51,26.5,41.0,29.5,164
342,15240,3,4.793939393939394,4.793939393939394,4.4,45.333333333333336,36.0,136
343,15270,1,2.8,2.8,2.8,8.0,8.0,8
344,15300,3,13.0,13.0,7.0,13.0,7.0,39
345,15320,1,115.0,115.0,115.0,115.0,115.0,115
346,15340,1,1.2,1.2,1.2,8.0,8.0,8
347,15500,3,3.3333333333333335,3.3333333333333335,1.0,12.333333333333334,8.0,37
348,15520,3,45.04973544973546,45.04973544973546,0.977777777777778,58.333333333333336,31.0,175
349,15540,1,6.0,6.0,6.0,6.0,6.0,6
350,15610,3,11.533333333333333,11.533333333333333,10.0,16.0,15.0,48
351,15680,2,78.5,78.5,78.5,78.5,78.5,157
352,15700,3,7.866666666666667,7.866666666666667,8.0,21.0,21.0,63
353,15800,3,62.86666666666667,62.86666666666667,87.0,64.0,87.0,192
354,15810,1,112.0,112.0,112.0,112.0,112.0,112
355,15840,1,1.0,1.0,1.0,1.0,1.0,1
